country_name_short,country_name,party_name_short,party_name_english,party_name,party_name_ascii,family_name_short,family_name,left_right,state_market,liberty_authority,eu_anti_pro,cmp,euprofiler,ees,castles_mair,huber_inglehart,ray,benoit_laver,chess,country_id,party_id,family_id
NOR,Norway,R,Red,Rødt,Rodt,com,Communist/Socialist,,,,,,,,,,,,,9,986,14
NOR,Norway,RV,Red Electoral Alliance,Rød Valgallianse,Rod Valgallianse,com,Communist/Socialist,0.4088972296631123,0.5764411625109211,1.0000000501933841,0.4511277926595579,,,,,2901,,7560,,9,1638,14
NOR,Norway,SF,Socialist People's Party,Sosialistisk Folkeparti,Sosialistisk Folkeparti,com,Communist/Socialist,,,,,12221,,,,,,,,9,1773,14
NOR,Norway,SV,Socialist Left Party,Sosialistisk Venstreparti,Sosialistisk Venstreparti,com,Communist/Socialist,1.5839320682875127,1.3533834407204053,1.5037594343486578,1.1567669650964558,12221,,,1301,2902,1502,7578,,9,81,14
NOR,Norway,Sp,Centre Party,Senterpartiet,Senterpartiet,agr,Agrarian,4.656502363045081,2.8070176275152896,5.7644111231753685,0.18796992929358156,12810,,,1304,2904,1504,7596,,9,702,2
NOR,Norway,V,Liberal Party of Norway,Venstre,Venstre,lib,Liberal,5.146700099476597,5.914786991320159,3.258145482916579,4.076566451892518,12420,,,1303,2906,1508,7614,,9,647,6
NOR,Norway,etc,others,andre,andre,none,no family,,,,,,,,,,,,,9,158,12
NOR,Norway,no-seat,no seats,no seats,no seats,none,no family,,,,,,,,,,,,,9,2100,12
NOR,Norway,none,no party affiliation,no party affiliation,no party affiliation,none,no family,,,,,,,,,,,,,9,793,12
NZL,New Zealand,A,Alliance,Alliance,Alliance,soc,Social democracy,2.075731015065958,1.1111111389963262,,,64321,,,,2702,,7236,,11,1444,11
NZL,New Zealand,ACT,ACT New Zealand,ACT New Zealand,ACT New Zealand,lib,Liberal,9.026315588700157,8.975069146407263,,,64420,,,,,,7220,,11,617,6
NZL,New Zealand,ALCP,Aotearoa Legalise Cannabis Party,Aotearoa Legalise Cannabis Party,Aotearoa Legalise Cannabis Party,spec,Special issue,,,,,,,,,,,,,11,2073,16
NZL,New Zealand,CD,Christian Democrat Party,Christian Democrat Party,Christian Democrat Party,chr,Christian democracy,,,,,,,,,,,,,11,774,3
NZL,New Zealand,CH,Christian Heritage Party of New Zealand,Christian Heritage Party of New Zealand,Christian Heritage Party of New Zealand,chr,Christian democracy,,,,,,,,,,,,,11,2072,3
NZL,New Zealand,CP,Conservatice Party of New Zealand,Conservative Party of New Zealand,Conservative Party of New Zealand,con,Conservative,,,,,,,,,,,,,11,1973,26
NZL,New Zealand,CPNZ,Communist Party of New Zealand,Communist Party of New Zealand,Communist Party of New Zealand,com,Communist/Socialist,,,,,,,,,,,,,11,2076,14
NZL,New Zealand,DLP,Democratic Labour Party,Democratic Labour Party,Democratic Labour Party,com,Communist/Socialist,,,,,,,,,,,,,11,1968,14
NZL,New Zealand,Greens,Green Party,Green Party,Green Party,eco,Green/Ecologist,1.7728531988043528,2.243767286601821,,,64110,,,,,,7252,,11,1171,19
NZL,New Zealand,LP,Labour Party,Labour Party,Labour Party,soc,Social democracy,4.483040902210258,3.9889195090846004,,,64320,,,1201,2703,,7300,,11,878,11
NZL,New Zealand,MM,Mana Motuhake,Mana Motuhake,Mana Motuhake,eth,Ethnic,,,,,,,,,,,,,11,2071,17
NZL,New Zealand,MP,Maori Party,M?ori Party,Maori Party,eth,Ethnic,,,,,64951,,,,,,,,11,114,17
NZL,New Zealand,MPc,Mauri Pacific,Mauri Pacific,Mauri Pacific,eth,Ethnic,,,,,,,,,,,,,11,995,17
NZL,New Zealand,Mana,Mana Party,Mana Party,Mana Party,eth,Ethnic,,,,,,,,,,,,,11,1972,17
NZL,New Zealand,NLP,New Labour Party,New Labour Party,New Labour Party,soc,Social democracy,2.7777777777777777,,,,,,,,2701,,,,11,930,11
NZL,New Zealand,NP,National Party,National Party,National Party,con,Conservative,6.719298312538544,7.229916923924474,,,64620,,,1203,2704,,7268,,11,997,26
NZL,New Zealand,NZCP,New Zealand Conservative Party,New Zealand Conservative Party,New Zealand Conservative Party,con,Conservative,,,,,,,,,,,,,11,909,26
NZL,New Zealand,NZFP,New Zealand First Party,New Zealand First Party,New Zealand First Party,con,Conservative,6.038781216270053,5.43859632391679,,,64621,,,,,,7284,,11,891,26
NZL,New Zealand,NZP,New Zealand Party,New Zealand Party,New Zealand Party,lib,Liberal,,,,,,,,,,,,,11,2075,6
NZL,New Zealand,OR,Outdoor Recreation New Zealand,Outdoor Recreation New Zealand,Outdoor Recreation New Zealand,spec,Special issue,,,,,,,,,,,,,11,2074,16
NZL,New Zealand,PP,Progressive Party,Progressive Party,Progressive Party,soc,Social democracy,3.019390608135021,2.6315789473684212,,,64422,,,,,,7316,,11,354,11
NZL,New Zealand,SC/DP,Social Credit / Democratic Party,Social Credit / Democratic Party,Social Credit / Democratic Party,spec,Special issue,5.6,,,,64951,,,1202,,,,,11,1636,16
NZL,New Zealand,UFNZ,United Future New Zealand,United Future New Zealand,United Future New Zealand,lib,Liberal,6.1218838942678415,6.315789473684211,,,64421,,,,,,7332,,11,1313,6
NZL,New Zealand,UNZ,United New Zealand,United New Zealand,United New Zealand,con,Conservative,6.1218838942678415,6.315789473684211,,,64421,,,,,,7332,,11,917,26
NZL,New Zealand,VP,Values Party,Values Party,Values Party,eco,Green/Ecologist,,,,,,,,,,,,,11,1761,19
NZL,New Zealand,etc,others,others,others,none,no family,,,,,,,,,,,,,11,1365,12
NZL,New Zealand,no-seat,no seats,no seats,no seats,none,no family,,,,,,,,,,,,,11,2070,12
NZL,New Zealand,none,no party affiliation,no party affiliation,no party affiliation,none,no family,,,,,,,,,,,,,11,1262,12
POL,Poland,AWS,Solidarity Electoral Action,Akcja Wyborcza Solidarno?? Prawicy,Akcja Wyborcza Solidarnosc Prawicy,chr,Christian democracy,7.128588425485711,4.614812065927605,8.142712743658763,7.049122890673184,92620,,,,,,2928,2608,74,1355,3
POL,Poland,BBWR,Non-Party Block for Supporting the Reforms,Bezpartyjny Blok Wspierania Reform,Bezpartyjny Blok Wspierania Reform,chr,Christian democracy,,,,,92901,,,,,,,,74,1019,3
POL,Poland,BS,Block Senat 2001,Blok Senat 2001,Blok Senat 2001,all,electoral alliance,,,,,,,,,,,,,74,741,27
POL,Poland,ChD,Christian Democracy,Chrze?cija?ska Demokracja,Chrzescijanska Demokracja,chr,Christian democracy,,,,,92520,,,,,,,,74,334,3
POL,Poland,DO,Ancestral Home,Dom Ojczysty,Dom Ojczysty,right,Right-wing,,,,,,,,,,,,,74,1387,40
POL,Poland,IdP,Initiative for Poland,Inicjatywa dla Polski,Inicjatywa dla Polski,con,Conservative,,,,,,,,,,,,,74,1680,26
POL,Poland,JN,Voivodeships Election Committee of the National Unity,Wojewódzki Komitet Wyborczy Jedno?ci Narodowej,Wojewodzki Komitet Wyborczy Jednosci Narodowej,reg,Regional,,,,,,,,,,,,,74,1689,9
POL,Poland,KKSP,Krakow Coalition of Solidarity with the President,Krakowska Koalicja Solidarni z Prezydentem,Krakowska Koalicja Solidarni z Prezydentem,agr,Agrarian,,,,,,,,,,,,,74,1707,2
POL,Poland,KLD,Liberal Democratic Congress,Kongres Liberalno-Demokratyczny,Kongres Liberalno-Demokratyczny,lib,Liberal,5.277777777777778,,,,92420,,,,3004,,,,74,1544,6
POL,Poland,KPEiR,National Party of Pensioners and Retired,Krajowa Partia Emerytów i Rencistów,Krajowa Partia Emerytow i Rencistow,spec,Special issue,,,,,,,,,,,,,74,109,16
POL,Poland,KPEiR,National Agreement of Pensioners and Retired of the Republic Poland,Krajowe Porozumienie Emerytów i Rencistów Rzeczypospolitej Polskiej,Krajowe Porozumienie Emerytow i Rencistow Rzeczypospolitej Polskiej,spec,Special issue,,,,,,,,,,,,,74,1275,16
POL,Poland,KPN,Confederation for Independent Poland,Konfederacja Polski Niepodleg?ej,Konfederacja Polski Niepodleglej,right,Right-wing,5.833333333333333,,,,92710,,,,3006,,,,74,548,40
POL,Poland,KdR,Coalition for Republic Poland,Koalicja dla Reczpospolitej,Koalicja dla Reczpospolitej,all,electoral alliance,,,,,,,,,,,,,74,1710,27
POL,Poland,LP,Libertas Poland,Libertas Polska,Libertas Polska,lib,Liberal,,,,,,,1616010,,,,,,74,1671,6
POL,Poland,LPR,League of Polish Families,Liga Polskich Rodzin,Liga Polskich Rodzin,con,Conservative,8.885150068851948,2.325672559236225,9.75219298245614,0.2933479532163742,92713,385,,,,,2954,2607,74,987,26
POL,Poland,LiD,Left and Democrats,Lewica i Demokraci,Lewica i Demokraci,all,electoral alliance,2.6485568598697053,2.6315789473684212,2.190152720401163,9.12828947368421,,,,,,,3102,,74,180,27
POL,Poland,MN,German minority,Mniejszo?? niemiecka w Polsce,Mniejszosc niemiecka,eth,Ethnic,,,,,92953,,,,,,,,74,900,17
POL,Poland,MP,Small Beer,Ma?e Piwo,Male Piwo,spec,Special issue,,,,,,,,,,,,,74,1692,16
POL,Poland,NCD -BdP,National Christian Democratic - Block for Poland,Narodowo Chrze?cija?sko Demokratyczny - Blok dla Polski,Narodowo Chrzescijansko Demokratyczny - Blok dla Polski,chr,Christian democracy,,,,,,,,,,,,,74,1712,3
POL,Poland,NKWW,National Voters Committee,Narodowy Komitet Wyborczy Wyborców,Narodowy Komitet Wyborczy Wyborcow,chr,Christian democracy,,,,,,,,,,,,,74,1678,3
POL,Poland,O,"Catholic Election Committee ""Homeland""","Katolicki Komitet Wyborczy ""Ojczyzna""","Katolicki Komitet Wyborczy ""Ojczyzna""",all,electoral alliance,,,,,,,,,,,,,74,1709,27
POL,Poland,P,Orthodox Christians,Prawos?awni,Prawoslawni,spec,Special issue,,,,,,,,,,,,,74,1704,16
POL,Poland,PBL,Polish Peasant Bloc,Polski Blok Ludowy,Polski Blok Ludowy,agr,Agrarian,,,,,,,,,,,,,74,1038,2
POL,Poland,PC,Centre Agreement,Porozumienie Centrum,Porozumienie Centrum,chr,Christian democracy,5.555555555555555,,,,92521,,,,3005,,,,74,369,3
POL,Poland,PCD,Party of Christian Democrats,Partia Chrze?cija?skich Demokratów,Partia Chrzescijanskich Demokratow,chr,Christian democracy,,,,,92522,,,,,,,,74,696,3
POL,Poland,PJKM,Platform of Janusz Korwin-Mikke,Platforma Janusza Korwin-Mikke,Platforma Janusza Korwin-Mikke,con,Conservative,,,,,,,,,,,,,74,1716,26
POL,Poland,PL,Peasant Alliance,Porozumenie Ludowe,Porozumenie Ludowe,agr,Agrarian,3.3333333333333335,,,,92810,,,,3002,,,,74,619,2
POL,Poland,PO,Civic Platform,Platforma Obywatelska,Platforma Obywatelska,con,Conservative,6.235500778733631,8.235964912280702,3.7102490635922085,9.37046783625731,92435,228,1616435,,,,2980,2603,74,512,26
POL,Poland,PPG,Polish Economic Program [Large Beer],Polski Program Gospodarczy [Du?e Piwo],Polski Program Gospodarczy [Duze Piwo],lib,Liberal,,,,,92433,,,,,,,,74,1691,6
POL,Poland,PPPP,Polish Friends of Beer Party,Polska Partia Przyjaciól Piwa,Polska Partia Przyjacil Piwa,spec,Special issue,,,,,92431,,,,,,,,74,1369,16
POL,Poland,PR,Republic Right Party,Prawica Rzeczypospolitej,Prawica Rzeczypospolitej,con,Conservative,,,,,,355,,,,,,,74,1283,26
POL,Poland,PSL,Polish Peasants' Party,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe,agr,Agrarian,4.185592852809973,2.8941708949574245,6.5490643163312985,5.357309941520468,92811,229,1616811,,3002,,3006,2606,74,664,2
POL,Poland,PZPR,Polish United Workers' Party,Polska Zjednoczone Partia Robotnicza,Polska Zjednoczone Partia Robotnicza,com,Communist/Socialist,,,,,,,,,,,,,74,1077,14
POL,Poland,PZZ,Polish Western Union,Polski Zwi?zek Zachodni,Polski Zwiazek Zachodni,com,Communist/Socialist,,,,,92711,,,,,,,,74,1074,14
POL,Poland,PdP-C,Agreement for the Future -- CenterLeft,Porozumienie dla Przysz?o?ci – CentroLewica,Porozumienie dla Przysz?o?ci -- CentroLewica,all,electoral alliance,,,,,,383,1616011,,,,,,74,1609,27
POL,Poland,PiS,Law and Justice,Prawo i Sprawiedliwo??,Prawo i Sprawiedliwosc,con,Conservative,7.699711305049421,4.046622807017544,8.25140350877193,5.481277041965065,92436,230,1616436,,,,3032,2605,74,528,26
POL,Poland,Piast,"Popular Agreement ""Piast""","Porozumienie Wyborcze ""Piast""","Porozumienie Wyborcze ""Piast""",agr,Agrarian,,,,,,,,,,,,,74,1705,2
POL,Poland,PjN,Poland is the Most Important,Polska jest Najwa?niejsza,Polska jest Najwazniejsza,con,Conservative,,,,,,,,,,,,,74,1679,26
POL,Poland,RAS,Movement for Silesian Autonomy,Ruch Autonomii ?l?ska,Ruch Autonomii Slaska,spec,Special issue,,,,,92952,,,,,,,,74,1208,16
POL,Poland,RDS,Democratic-Social Movement,Ruch Demokratyczno-Spo?eczny,Ruch Demokratyczno-Spoleczny,soc,Social democracy,,,,,,,,,,,,,74,1676,11
POL,Poland,RKN,Catholic-National Movement,Ruch Katolicko-Narodowy,Ruch Katolicko-Narodowy,right,Right-wing,,,,,,,,,,,,,74,322,40
POL,Poland,ROP,Movement for the Reconstruction of Poland,Ruch Odbudowy Polski,Ruch Odbudowy Polski,con,Conservative,5.7894736842105265,5.2631578947368425,,2.6315789473684212,92621,,,,,,3058,,74,148,26
POL,Poland,RP,Patriotic Movement,Ruch Patriotyczny,Ruch Patriotyczny,con,Conservative,,,,,,,,,,,,,74,1715,26
POL,Poland,RP,Palikot's Movement, Ruch Palikota, Ruch Palikota,lib,Liberal,,,,,,,,,,,,,74,1945,6
POL,Poland,S,Solidarnosc,Solidarno??,Solidarnosc,soc,Social democracy,,,,,92320,,,,,,,,74,108,11
POL,Poland,S,Self Defense - (of) Lepper,Samoobrona - Leppera,Samoobrona - Leppera,com,Communist/Socialist,,,,,,,,,,,,,74,1711,14
POL,Poland,S80,Solidarity 80,Solidarno?? 80,Solidarnosc 80,reg,Regional,,,,,,,,,,,,,74,1703,9
POL,Poland,SD,Democratic Party,Stronnictwo Demokratyczne,Stronnictwo Demokratyczne,com,Communist/Socialist,,,,,92211,,,,,,,,74,1216,14
POL,Poland,SDPL,Social Democracy of Poland,Socjaldemokracja Polska,Socjaldemokracja Polska,soc,Social democracy,3,4.67,1.43,8.566666666666666,,,,,,,,2611,74,1140,11
POL,Poland,SKTZ,Womens Alliance against Difficulties of the Existence,Sojuszu Kobiet Przeciw Trudno?ciom ?ycia,Sojusz Kobiet Przeciw Trudnosciom Zycia,spec,Special issue,,,,,,,,,,,,,74,1708,16
POL,Poland,SLD,Democratic Left Alliance,Sojusz Lewicy Demokratycznej,Sojusz Lewicy Demokratycznej,soc,Social democracy,2.829916992745204,3.8505263157894736,1.8800509068003877,9.08720760233918,92210,,,,3001,,3102,2601,74,629,11
POL,Poland,SLD/UP,Democratic Left Alliance / Labor Union,Sojusz Lewicy Demokratycznej / Unia Pracy,Sojusz Lewicy Demokratycznej / Unia Pracy,soc,Social democracy,2.829916992745204,3.8505263157894736,1.8800509068003877,9.08720760233918,92212,231,1616210,,3001,,3102,2601,74,734,11
POL,Poland,SP,Labour Solidarity,Solidarno?? Pracy,Solidarnosc Pracy,soc,Social democracy,,,,,92321,,,,,,,,74,18,11
POL,Poland,SP,Solidarity Poland,Solidarna Polska,Solidarna Polska,con,Conservative,,,,,,,,,,,,,74,2012,26
POL,Poland,SRP,Self-Defense of the Republic Poland,Samoobrona Rzeczypospolitej Polskiej,Samoobrona Rzeczypospolitej Polskiej,agr,Agrarian,3.996959069904528,2.008036181801244,7.325321615118737,2.1472929447017908,92622,384,,,,,3076,2604,74,207,2
POL,Poland,SdRP,Social Democracy of the Republic of Poland,Socjaldemokracja Rzeczypospolitej Polskiej,Socjaldemokracja Rzeczypospolitej Polskiej,soc,Social democracy,,,,,,,,,,,,,74,269,11
POL,Poland,T-SKNWK,Germans Association of the Voivodeship Katowickie,Towarzystwo-Spo?eczno Kulturalne Niemców Województwa Katowickiego,Towarzystwo-Spoleczno Kulturalne Niemcow Wojewodztwa Katowickiego,eth,Ethnic,,,,,,,,,,,,,74,328,17
POL,Poland,UD,Democratic Union,Unia Demokratyczna,Unia Demokratyczna,lib,Liberal,4.444444444444445,,,,92410,,,,3003,,,,74,726,6
POL,Poland,UP,Labour Union,Unia Pracy,Unia Pracy,soc,Social democracy,2.034804745724326,1.8898026315789473,1.372565789473684,8.781579114679701,92322,,,,,,3128,2602,74,838,11
POL,Poland,UPR,Union of the Right of the Republic Poland,Unia Prawicy Rzeczypospolitej,Unia Prawicy Rzeczypospolitej,all,electoral alliance,,,,,,,,,,,,,74,264,27
POL,Poland,UPR,Real Politics Union,Unia Polityki Realnej,Unia Polityki Realnej,con,Conservative,9.736842105263158,9.473684210526315,8.157894736842104,2.3684210526315788,92432,382,,,,,3154,,74,1549,26
POL,Poland,UW-PD,Freedom Union -- Democratic Party,Unia Wolno?ci – Partia Demokratyczna,Unia Wolnosci -- Partia Demokratyczna,lib,Liberal,5.229532107972263,7.313157894736842,2.120833333333333,9.764072784066888,92434,,,,,,3180,2609,74,1104,6
POL,Poland,UWOWL,Union of Greater Poles in the Voivodeship Leszczynskie,Unia Wielkopolan Okr?gu Województwa Leszczy?skiego,Unia Wielkopolan Okregu Wojewodztwa Leszczynskiego,reg,Regional,,,,,,,,,,,,,74,1688,9
POL,Poland,WAK,Catholic Election Action,Wyborcza Akcja Katolicka,Wyborcza Akcja Katolicka,chr,Christian democracy,7.5,,,,92530,,,,3007,,,,74,1018,3
POL,Poland,WiP,Greater Poland and Poland,Wielkopolsce i Polsce,Wielkopolsce i Polsce,reg,Regional,,,,,,,,,,,,,74,1690,9
POL,Poland,X,Party X,Partia X,Partia X,spec,Special issue,,,,,92712,,,,,,,,74,181,16
POL,Poland,ZChN,Christian National Union,Zjednoczenie Chrze?cija?sko-Narodowe,Zjednoczenie Chrzescijansko-Narodowe,con,Conservative,,,,,,,,,,,,,74,1758,26
POL,Poland,ZP,"Association of the Podhalans (so called ""Polish Highlanders"")",Zwi?zek Podhalan,Zwiazek Podhalan,reg,Regional,,,,,,,,,,,,,74,1706,9
POL,Poland,ZSL,United People's Party,Zjednoczone Stronnictwo Ludowe,Zjednoczone Stronnictwo Ludowe,agr,Agrarian,,,,,,,,,,,,,74,822,2
POL,Poland,Zieloni,Greens 2004,Zieloni 2004,Zieloni 2004,eco,Green/Ecologist,,,,,,,,,,,,,74,1766,19
POL,Poland,etc,others,others,others,none,no family,,,,,,,,,,,,,74,1091,12
POL,Poland,no-seat,no seats,no seats,no seats,none,no family,,,,,,,,,,,,,74,2053,12
POL,Poland,none,no party affiliation,no party affiliation,no party affiliation,none,no family,,,,,,,,,,,,,74,1011,12
POL,Poland,todo,to be coded,to be coded,to be coded,none,no family,,,,,,,,,,,,,74,414,12
PRT,Portugal,AD,Democratic Alliance,Aliança Democrática,Alianca Democratica,lib,Liberal,,,,,,,,,,,,,63,1543,6
PRT,Portugal,ADIM,Association for the Protection of the Interests of Macau,Associação de Defesa dos Interesses de Macau,Associacao de Defesa dos Interesses de Macau,spec,Special issue,,,,,,,,,,,,,63,508,16
PRT,Portugal,APU,United People Alliance,Aliança Povo Unido,Alianca Povo Unido,com,Communist/Socialist,,,,,,,,,,,,,63,11,14
PRT,Portugal,ASDI,Independent Social Democrats,Associação Social Democrata Independente,Associacao Social Democrata Independente,soc,Social democracy,,,,,35316,,,,,,,,63,622,11
PRT,Portugal,BE,Bloc of the Left,Bloco de Esquerda,Bloco de Esquerda,com,Communist/Socialist,1.6425229641429158,1.9526315622162402,1.2670008274546842,3.701754452889421,35211,232,1620211,,,,7632,1208,63,557,14
PRT,Portugal,CDS-PP,People's Party,Partido Popular,Partido Popular,chr,Christian democracy,8.022185463754756,8.196340816397417,8.99157890219437,4.390877233137162,35314,233,1620314,,3104,1202,7650,1202,63,251,3
PRT,Portugal,CDU,Unified Democratic Coalition,Coligação Democrático Unitária,Coligacao Democratico Unitaria,com,Communist/Socialist,2.22333331743876,1.4800000317891433,2.6433333333333335,3.199999960263571,35229,234,1620229,,,1201,,1201,63,1295,14
PRT,Portugal,FRS,Republican and Socialist Front,Frente Republicana e Socialista,Frente Republicana e Socialista,soc,Social democracy,,,,,,,,,,,,,63,1290,11
PRT,Portugal,FSP,People's Socialist Front,Frente Socialista Popular,Frente Socialista Popular,com,Communist/Socialist,,,,,,,,,,,,,63,601,14
PRT,Portugal,ID,Democratic Intervention,Intervençao Democrática,Intervencao Democratica,soc,Social democracy,,,,,35315,,,,,,,,63,889,11
PRT,Portugal,MDP,Democratic Movement,Movimento Democrático Português,Movimento Democratico Portugues,soc,Social democracy,,,,2.5,35310,,,,,1212,,,63,1281,11
PRT,Portugal,MEP,Hope for Portugal Movement,Movimento Esperança Portugal,Movimento Esperanca Portugal,lib,Liberal,,,,,,235,,,,,,,63,925,6
PRT,Portugal,MES,Movement of Socialist Left,Movimento de Esquerda Socialista,Movimento de Esquerda Socialista,com,Communist/Socialist,,,,,,,,,,,,,63,1508,14
PRT,Portugal,PAN,Party for Animals and Nature,Partido pelos Animais e pela Natureza,Partido pelos Animais e pela Natureza,eco,Green/Ecologist,,,,,,,,,,,,,63,1781,19
PRT,Portugal,PCP,Portuguese Communist Party,Partido Comunista Português,Partido Comunista Portugues,com,Communist/Socialist,2.175396798507511,1.6343490700972685,1.6290727414582895,2.046052531192184,35220,,,,3101,1209,7668,,63,514,14
PRT,Portugal,PCTP/MRPP,Communist Party of the Portuguese Workers / Reorganizative Movement of the Party of the Proletariat,Comunista dos Trabalhadores Portugueses / Movimento Reorganizativo do Partido do Proletariado,Comunista dos Trabalhadores Portugueses / Movimento Reorganizativo do Partido do Proletariado,com,Communist/Socialist,,,,,,237,,,,,,,63,281,14
PRT,Portugal,PDC,Christian Democratic Peoples Party,Partido da Democracia Cristã,Partido da Democracia Crista,chr,Christian democracy,,,,5.833333333333333,,,,,,1210,,,63,427,3
PRT,Portugal,PEV,Ecology Party -- Greens,Partido Ecologista – Os Verdes,Partido Ecologista -- Os Verdes,eco,Green/Ecologist,1.6578947870354894,2.1710526315789473,1.3157894736842106,3.8596490391513774,35110,,,,,1213,7686,,63,1535,19
PRT,Portugal,PND,New Democracy Party,Partido da Nova Democracia,Partido da Nova Democracia,con,Conservative,,,,,,,,,,,,,63,1231,26
